Date,Close/Last,Volume,Open,High,Low
12/30/2019,$29.74,18812850,$30.13,$30.20,$29.35
12/27/2019,$30.17,18465970,$30.80,$31.06,$30.17
12/26/2019,$30.67,22224500,$30.47,$30.79,$30.03
12/24/2019,$30.44,12938590,$30.33,$30.84,$30.11
12/23/2019,$30.33,31212260,$30.49,$30.94,$29.83
12/20/2019,$30.45,95461690,$30.10,$31.03,$29.85
12/19/2019,$29.99,33816870,$29.84,$30.17,$29.5301
12/18/2019,$30.13,35389840,$29.62,$30.14,$29.34
12/17/2019,$29.75,38254270,$30.37,$30.42,$29.53
12/16/2019,$30.05,57408200,$29.11,$30.13,$29.10
12/13/2019,$28.49,25439340,$28.58,$28.84,$28.27
12/12/2019,$28.69,23581480,$28.29,$28.75,$28.19
12/11/2019,$28.42,23286550,$27.99,$28.545,$27.8497
12/10/2019,$27.89,23604940,$27.73,$27.993,$27.605
12/09/2019,$27.68,21098390,$27.96,$28.36,$27.68
12/06/2019,$27.86,33144370,$28.40,$28.925,$27.8001
12/05/2019,$28.65,22567270,$28.94,$28.99,$28.18
12/04/2019,$29.06,22526470,$29.10,$29.20,$28.70
12/03/2019,$29.02,25389160,$28.20,$29.33,$28.15
12/02/2019,$28.98,17423900,$29.32,$29.525,$28.70
11/29/2019,$29.60,8115145,$29.41,$29.85,$29.25
11/27/2019,$29.49,22463870,$29.42,$29.59,$28.88
11/26/2019,$29.53,29590490,$29.49,$30.15,$29.36
11/25/2019,$29.11,37571610,$28.69,$29.60,$28.38
11/22/2019,$29.56,44383880,$29.84,$30.13,$29.21
11/21/2019,$29.46,55658630,$28.67,$29.60,$28.50
11/20/2019,$28.03,54075770,$27.06,$28.40,$26.945
11/19/2019,$27.05,34115870,$26.77,$27.22,$26.61
11/18/2019,$26.75,37309670,$26.80,$27.00,$26.30
11/15/2019,$26.79,41372770,$26.18,$26.80,$25.955
11/14/2019,$25.99,28027880,$26.80,$26.86,$25.665
11/13/2019,$26.71,34512660,$26.47,$26.82,$26.14
11/12/2019,$26.70,37095390,$27.38,$27.66,$26.66
11/11/2019,$27.14,41445730,$27.03,$27.21,$26.23
11/08/2019,$27.01,45263120,$27.48,$27.62,$26.915
11/07/2019,$27.38,65949470,$26.80,$27.42,$26.45
11/06/2019,$26.94,133569800,$26.06,$27.55,$25.58
11/05/2019,$28.02,52180620,$29.13,$29.30,$27.97
11/04/2019,$31.08,32330120,$31.45,$31.75,$30.12
11/01/2019,$31.37,10460430,$31.45,$31.70,$30.7412
10/31/2019,$31.50,16130020,$33.23,$33.36,$31.26
10/30/2019,$33.75,10861060,$32.51,$33.80,$32.11
10/29/2019,$32.42,9357355,$32.37,$32.92,$31.8146
10/28/2019,$33.22,8073107,$32.90,$33.355,$32.50
10/25/2019,$32.71,8106804,$33.20,$33.48,$32.61
10/24/2019,$33.28,6789619,$33.00,$33.42,$32.51
10/23/2019,$33.05,6843199,$32.87,$33.27,$32.17
10/22/2019,$32.53,19244280,$31.41,$33.89,$30.22
10/21/2019,$31.41,7232322,$31.95,$32.2828,$31.185
10/18/2019,$32.06,8074207,$32.55,$32.66,$31.27
10/17/2019,$32.62,7239293,$31.80,$32.93,$31.45
10/16/2019,$31.87,7802690,$31.80,$32.38,$31.4376
10/15/2019,$32.00,7904528,$31.20,$32.17,$31.195
10/14/2019,$31.12,7966943,$30.22,$31.54,$29.8186
10/11/2019,$30.13,10298620,$28.95,$30.40,$28.94
10/10/2019,$28.87,7797845,$29.21,$29.28,$28.58
10/09/2019,$29.07,7162775,$29.62,$29.62,$28.81
10/08/2019,$29.28,7806911,$30.01,$30.15,$29.17
10/07/2019,$30.37,10151450,$30.60,$30.75,$29.83
10/04/2019,$29.67,8633938,$29.90,$30.18,$28.90
10/03/2019,$29.72,9461973,$28.97,$29.88,$28.52
10/02/2019,$29.00,9371270,$28.67,$29.55,$28.31
10/01/2019,$29.15,13448060,$30.37,$30.51,$28.65
09/30/2019,$30.47,5021190,$30.40,$30.735,$30.17
09/27/2019,$30.29,11875120,$31.71,$31.90,$30.13
09/26/2019,$31.57,6062457,$31.72,$32.13,$31.13
09/25/2019,$31.68,7879880,$31.27,$31.72,$30.76
09/24/2019,$31.30,10625790,$33.00,$33.1453,$31.01
09/23/2019,$33.00,5526412,$32.52,$33.01,$32.06
09/20/2019,$32.60,12026860,$33.98,$34.2173,$32.50
09/19/2019,$33.82,6884274,$34.20,$34.64,$33.68
09/18/2019,$34.26,6624433,$34.35,$34.89,$33.75
09/17/2019,$34.29,5588258,$34.75,$34.75,$33.55
09/16/2019,$34.43,7942590,$33.60,$34.80,$33.47
09/13/2019,$33.25,9428551,$34.25,$34.435,$32.94
09/12/2019,$34.07,7734849,$34.14,$34.4862,$33.33
09/11/2019,$34.00,14715770,$33.38,$35.14,$33.02
09/10/2019,$33.51,10817140,$32.00,$33.74,$31.65
09/09/2019,$32.24,7448418,$32.05,$32.39,$31.46
09/06/2019,$31.86,7035967,$32.71,$32.74,$31.41
09/05/2019,$32.51,7938083,$32.33,$33.03,$32.25
09/04/2019,$31.99,10367330,$30.91,$32.36,$30.85
09/03/2019,$30.70,12194310,$32.10,$32.53,$30.665
08/30/2019,$32.57,6636847,$33.00,$33.13,$32.04
08/29/2019,$32.76,5811175,$32.90,$33.30,$32.60
08/28/2019,$32.59,6261038,$32.56,$33.05,$32.26
08/27/2019,$33.11,6596129,$33.69,$34.24,$32.98
08/26/2019,$33.31,5669714,$33.67,$33.83,$33.06
08/23/2019,$33.43,8186706,$33.65,$34.23,$33.12
08/22/2019,$34.00,8516485,$34.80,$34.91,$33.52
08/21/2019,$34.91,7949074,$35.50,$35.83,$34.75
08/20/2019,$35.29,10766390,$34.48,$36.07,$34.39
08/19/2019,$34.61,10853130,$35.53,$35.80,$34.37
08/16/2019,$35.23,13883150,$33.46,$35.48,$33.40
08/15/2019,$33.22,13265790,$34.52,$34.55,$32.92
08/14/2019,$33.96,24481640,$36.00,$36.2999,$33.36
08/13/2019,$36.45,19031420,$37.00,$37.46,$36.12
08/12/2019,$37.00,21231430,$39.83,$39.95,$37.00
08/09/2019,$40.05,35138780,$39.56,$40.68,$38.71
08/08/2019,$42.97,29610460,$41.98,$43.00,$41.25
08/07/2019,$39.70,8896039,$39.06,$39.99,$38.32
08/06/2019,$39.15,8570273,$39.68,$40.808,$38.36
08/05/2019,$39.05,9799269,$39.35,$39.42,$38.4325
08/02/2019,$40.40,8225677,$41.03,$41.06,$39.95
08/01/2019,$41.31,7349740,$42.14,$42.5355,$41.00
07/31/2019,$42.14,5970774,$42.60,$42.98,$41.84
07/30/2019,$42.59,7686342,$43.71,$43.74,$42.49
07/29/2019,$43.88,8652204,$45.00,$45.627,$43.12
07/26/2019,$44.52,7598828,$43.42,$44.96,$43.39
07/25/2019,$43.40,4411991,$43.72,$43.96,$43.21
07/24/2019,$43.76,3775677,$43.36,$43.87,$43.36
07/23/2019,$43.36,5110090,$43.75,$44.31,$43.11
07/22/2019,$43.69,3822276,$43.25,$43.72,$43.01
07/19/2019,$43.18,4021018,$43.90,$44.086,$43.16
07/18/2019,$43.71,4123615,$43.50,$43.85,$43.19
07/17/2019,$43.62,5854149,$44.06,$44.35,$43.52
07/16/2019,$44.13,5613321,$44.60,$44.98,$44.02
07/15/2019,$44.53,5811160,$44.20,$44.70,$43.97
07/12/2019,$43.99,8760526,$44.16,$44.24,$43.39
07/11/2019,$43.99,8050856,$44.10,$44.29,$43.31
07/10/2019,$43.70,9746505,$44.48,$44.80,$43.56
07/09/2019,$44.20,5251564,$43.18,$44.23,$42.98
07/08/2019,$42.95,9304101,$43.59,$43.85,$42.75
07/05/2019,$43.53,8239452,$44.31,$44.55,$43.01
07/03/2019,$44.23,3380003,$44.00,$44.46,$43.79
07/02/2019,$44.00,11881270,$44.55,$44.68,$43.75
07/01/2019,$44.27,17740000,$46.98,$47.04,$44.06
06/28/2019,$46.38,28657000,$45.10,$47.08,$45.08
06/27/2019,$45.13,20155080,$43.35,$45.30,$43.20
06/26/2019,$42.50,8109056,$43.25,$43.40,$42.36
06/25/2019,$43.09,5755107,$43.28,$43.79,$42.4431
06/24/2019,$43.09,5985052,$44.00,$44.07,$42.82
06/21/2019,$44.00,4973987,$43.85,$44.14,$43.38
06/20/2019,$43.86,9567367,$45.03,$45.29,$43.51
06/19/2019,$44.86,10331520,$44.46,$45.50,$43.95
06/18/2019,$43.86,7313602,$44.30,$44.89,$43.75
06/17/2019,$43.78,6557589,$43.28,$44.079,$42.93
06/14/2019,$43.23,7902223,$44.75,$44.80,$43.11
06/13/2019,$44.31,10178940,$43.05,$44.35,$42.80
06/12/2019,$42.17,5965250,$42.52,$42.65,$41.71
06/11/2019,$42.45,9095044,$43.22,$43.65,$41.80
06/10/2019,$42.61,11618700,$44.02,$44.59,$42.53
06/07/2019,$44.16,12654670,$44.92,$45.67,$44.13
06/06/2019,$44.92,16403690,$45.00,$45.75,$44.28
06/05/2019,$45.00,28609600,$42.87,$45.66,$42.50
06/04/2019,$42.75,23432140,$42.56,$42.88,$40.70
06/03/2019,$41.25,16605260,$40.744,$41.85,$40.24
05/31/2019,$40.41,23209850,$41.15,$41.57,$39.41
05/30/2019,$39.80,26451860,$40.07,$40.38,$39.50
05/29/2019,$39.94,14060450,$40.52,$40.71,$39.1473
05/28/2019,$40.95,13391610,$41.70,$41.80,$40.60
05/24/2019,$41.51,8786751,$41.28,$41.51,$40.50
05/23/2019,$40.47,11119870,$40.80,$41.09,$40.02
05/22/2019,$41.25,9089469,$41.05,$41.28,$40.50
05/21/2019,$41.50,10802850,$42.00,$42.24,$41.25
05/20/2019,$41.59,29222330,$41.19,$41.68,$39.46
05/17/2019,$41.91,20225690,$41.98,$43.29,$41.27
05/16/2019,$43.00,38115520,$41.48,$44.06,$41.25
05/15/2019,$41.29,36086070,$39.37,$41.88,$38.95
05/14/2019,$39.96,46661150,$38.31,$39.96,$36.85
05/13/2019,$37.10,79442420,$38.79,$39.24,$36.08
05/10/2019,$41.57,186322500,$42.00,$45.00,$41.06
